,Name,Legal Name,Start Date,Street Number,Street Name,ZIP Code,Lat,Lon,Category,tract
802,Wendy's #576,Primary Aim LLC,10/15/2015,7317,McKnight Rd,15237,40.538047,-80.011881,Dollar Menu,429500
803,Wendy's #577,Primary Aim LLC,10/21/2015,802,West View Park Dr,15229,40.517681,-80.032149,Dollar Menu,430200
804,Wendy's Old Fashioned Hamburger's,Primary Aim LLC,2/24/2016,1015,Ohio River Blvd,15202,40.497453,-80.060344,Dollar Menu,
805,Wendy's Old Fashioned Hamburger's,Primary Aim LLC,3/1/2016,603,Clairton Blvd,15236,40.331016,-79.945193,Dollar Menu,
806,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/18/2016,9,Quaker Village Shopping Center Dr,15056,40.561532,-80.20534599999999,Dollar Menu,
807,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/11/2016,6296,Steubenville Pike,15205,40.447453,-80.153468,Dollar Menu,459201
808,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/18/2016,1705,Pine Hollow Rd,15136,40.47555,-80.099474,Dollar Menu,460002
809,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/18/2016,1660,Cochran Rd,15220,40.392802,-80.06209799999999,Dollar Menu,470500
810,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/22/2016,5055,Library Rd,15102,40.33883,-80.024575,Dollar Menu,475401
811,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/10/2016,2410,Liberty Ave,15226,40.400265000000005,-80.024151,Dollar Menu,020300
812,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/23/2016,725,Allegheny Ave,15233,40.450243,-80.018901,Dollar Menu,210800
813,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,2/18/2016,4031,Clairton Blvd,15227,40.376065999999994,-79.969628,Dollar Menu,
814,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,10/21/2015,106,Northtowne Sq,15044,40.637859999999996,-79.939374,Dollar Menu,
815,Wendy's Old Fashioned Hamburgers,Primary Aim LLC,10/21/2015,1703,Braddock Ave,15218,40.425415,-79.888002,Dollar Menu,516100
816,Wendy's Old Fashioned Hamburgers #502,Primary Aim LLC,1/14/2015,1830,Broadview Blvd,15065,40.624189,-79.723272,Dollar Menu,401200
817,Wendy's Old Fashioned Hamburgers #505,Primary Aim LLC,1/12/2015,500,Lincoln Hwy,15137,40.450792,-80.19934599999999,Dollar Menu,
818,Wendy's Old Fashioned Hamburgers #506,Primary Aim LLC,1/14/2015,2396,Golden Mile Hwy,15239,40.463144,-79.70501800000001,Dollar Menu,526302
819,Wendy's Old Fashioned Hamburgers #508,Primary Aim LLC,1/14/2015,610,William Marks Dr,15120,40.409314,-79.89869300000001,Dollar Menu,
820,Wendy's Old Fashioned Hamburgers #509,Primary Aim LLC,1/20/2015,3990,Wm Penn Hwy,15146,40.438098,-79.771839,Dollar Menu,
821,Wendy's Old Fashioned Hamburgers #510,Primary Aim LLC,1/26/2015,5076,Wm Penn Hwy,15146,40.427496000000005,-79.70569300000001,Dollar Menu,
822,Wendy's Old Fashioned Hamburgers #511,Primary Aim LLC,1/2/2015,2805,Jacks Run Rd,15131,40.337977,-79.808628,Dollar Menu,
823,Wendy's Old Fashioned Hamburgers #520,Primary Aim LLC,2/24/2016,4001,Butler St,15201,40.469108,-79.962326,Dollar Menu,090100
824,Wendy's Old Fashioned Hamburgers #521,Primary Aim LLC,2/1/2016,208,Rodi Rd,15235,40.463731,-79.824453,Dollar Menu,523400
825,Wendy's Old Fashioned Hamburgers #522,Primary Aim LLC,10/21/2015,116,Peebles St,15221,40.44617,-79.89319499999999,Dollar Menu,560400
826,Wendy's Old Fashioned Hamburgers #526,Primary Aim LLC,10/21/2015,3410,Wm Penn Hwy,15235,40.43005,-79.814092,Dollar Menu,
827,Wendy's Old Fashioned Hamburgers #527,Primary Aim LLC,2/24/2016,5422,Baum Blvd,15224,40.456996999999994,-79.93745200000001,Dollar Menu,080600
828,Wendy's Old Fashioned Hamburgers #528,Primary Aim LLC,1/27/2016,891,Freeport Rd,15238,40.486932,-79.890632,Dollar Menu,421100
829,Wendy's Old Fashioned Hamburgers #529,Primary Aim LLC,2/24/2016,2691,Freeport Rd,15238,40.538092999999996,-79.83542299999999,Dollar Menu,419000
830,Wendy's Old-Fashioned Hamburgers #524,Primary Aim LLC,2/10/2016,4524,Browns Hill Rd,15217,40.416338,-79.925252,Dollar Menu,141400
831,Wendy's Old-Fashioned Hamburgers #541,Primary Aim LLC,1/12/2016,2280,Lebanon Church Rd,15122,40.348406,-79.939763,Dollar Menu,488600
832,Wendy's Old Fashioned Hamburgers #574,Primary Aim LLC,10/19/2015,10810,Perry Hwy,15090,40.615661100000004,-80.0548015,Dollar Menu,409000
833,Wendy's Old Fashioned Hamburgers #2360,Primary Aim LLC,12/18/2015,8703,University Blvd,15108,40.50602,-80.222562,Dollar Menu,
834,Wing Stop,Wing Stop Corp,1/15/2015,1324,Carson St,15203,40.428626,-79.984257,Take Out,170200
835,Wing Stop #827,Pittsburgh Wings #1 LLC,10/28/2015,13,Foster Ave,15205,40.441096,-80.06914599999999,Take Out,465600
836,Wings Over Pittsburgh,Pittwings LLC,7/5/2013,2525,Carson St,15203,40.427812,-79.969116,Take Out,
837,Ye Allegheny Sandwich Shop,,6/17/1984,822,Western Ave,15233,40.452465999999994,-80.015119,Take Out,220100
