,Name,Legal Name,Start Date,Street Number,Street Name,ZIP Code,Lat,Lon,Category,tract
198,Domino's #9059,JC North Hills,2/29/2008,300,6th Ave,15222,40.441932,-80.001828,Take Out,020100
199,Domino's Pizza,,5/4/2015,1001,Carson St,15203,40.428923,-79.98840200000001,Take Out,170200
200,Domino's Pizza,JC Allison Park Inc,1/22/2014,4848,William Flynn Hwy,15101,40.571191,-79.952845,Take Out,414101
201,Domino's Pizza #3275,Julyn Inc,10/11/2005,3300,Saw Mill Run Blvd,15227,40.375278,-79.98370600000001,Take Out,478100
202,Domino's Pizza #4709,JC Forest Hills Inc,7/19/2007,2600,Ardmore Blvd,15221,40.413481,-79.84579000000001,Take Out,
203,Domino's Pizza #4710,JC McMurray Inc,2/9/2007,119,N Sheridan Ave,15206,40.461721999999995,-79.923425,Take Out,111500
204,Domino's Pizza #9073,Team Pittsburgh 1 Inc,8/1/2011,201,3rd St,15034,40.349548,-79.891425,Take Out,487000
205,Domino's Pizza #9074,JC West View Inc,11/22/2011,1019,West View Park Dr,15229,40.51662,-80.035139,Take Out,430200
206,Domino's Pizza #9077,JC BP Inc,4/20/2012,5816,Library Rd,15102,40.310089000000005,-80.033478,Take Out,475303
207,Domino's Pizza #9082,JC Mt Inc,9/7/2012,1300,Brodhead Rd,15108,40.535015,-80.229455,Take Out,451101
208,Domino's Pizza #9087,JC Penn Hills Inc,11/22/2013,11822,Frankstown Rd,15235,40.468905,-79.823594,Take Out,523501
209,Domino's Pizza #9130,J C Northern Pike LLC,12/7/2015,4305,Northern Pike,15146,40.434006,-79.75319,Take Out,521301
210,Donut Connection,Samnine Inc,1/17/2003,2414,Brownsville Rd,15210,40.386682,-79.982225,"Breakfast, Drink, Other",290400
211,Donut Connection,Donut Services Group Inc,5/1/1983,1709,Eden Park Blvd,15132,40.347201,-79.831322,"Breakfast, Drink, Other",551300
212,Donut Connection,,1/28/2000,7315,Saltsburg Rd,15235,40.477610999999996,-79.787283,"Breakfast, Drink, Other",523702
213,Donut Connection,El Pasa Inc,9/15/1997,2328,Freeport Rd,15065,40.630687,-79.71661800000001,"Breakfast, Drink, Other",401100
214,Donut Connection / Kaleidoscoops,Delicious Donuts LLC,10/30/2015,5004,William Flynn Hwy,15044,40.631549,-79.952845,"Breakfast, Drink, Other",414101
215,DQ Grill & Chill,NNB LLC,6/14/2011,2525,Monroeville Blvd,15146,40.432471,-79.751203,Dollar Menu,521200
216,DQ Orange Julius,Monroeville Mall DQ Inc,12/18/2006,200,Monroeville Mall Dr,15146,40.429183,-79.795459,"Breakfast, Drink, Other",
217,Dunkin Donuts,Heartland Restaurant Group LLC,4/5/2012,553,Carnot Rd,15108,40.516458,-80.220609,"Breakfast, Drink, Other",451102
218,Dunkin Donuts,"Heartland Restaurant Group, LLC",12/5/2014,1541,Washington Rd,15228,40.355509000000005,-80.049809,"Breakfast, Drink, Other",473402
219,Dunkin Donuts,Heartland Restaurant Group,3/9/2015,411,Smithfield St,15222,40.439106,-79.99951999999999,"Breakfast, Drink, Other",020100
220,Dunkin Donuts,Heartland Restaurant Group LLC,8/19/2013,3200,Saw Mill Run Blvd,15227,40.376434,-79.984154,"Breakfast, Drink, Other",478100
221,Dunkin Donuts,Heartland Restaurant Group LLC,7/28/2015,11175,Perry Hwy,15090,40.620482700000004,-80.0552996,"Breakfast, Drink, Other",409000
222,Dunkin Donuts / Squirrel Hill,Heartland Restaurant Group LLC,9/21/2009,5889,Forbes Ave,15217,40.438266999999996,-79.919646,"Breakfast, Drink, Other",140300
223,Dunkin Donuts #346772,Heartland Restaurant Group,6/11/2008,28,Market Sq,15222,40.440968,-80.003066,"Breakfast, Drink, Other",020100
224,Dunkin Donuts #347328,Heartland Rest Group,12/8/2008,344,Rodi Rd,15235,40.458240999999994,-79.823727,"Breakfast, Drink, Other",523400
225,Dunkin Donuts #347605,Heartland Restaurant Group LLC,11/17/2008,301,10th Ave,15084,40.605405,-79.756437,"Breakfast, Drink, Other",
226,Dunkin Donuts #348440,Heartland Restaurant Group LLC,10/1/2009,4578,Browns Hill Rd,15217,40.416036,-79.92473299999999,"Breakfast, Drink, Other",141400
227,Dunkin Donuts #348700,HRG Oakland LLC,7/9/2010,3907,Forbes Ave,15213,40.442213,-79.956375,"Breakfast, Drink, Other",040300
228,Dunkin Donuts #348824,Heartland Restaurant Group,3/15/2011,911,Butler St,15223,40.511493,-79.948265,"Breakfast, Drink, Other",426700
229,Dunkin Donuts #348825,Heartland Restaurant Group LLC,11/22/2011,45,Foster Ave,15205,40.439536,-80.069355,"Breakfast, Drink, Other",465600
230,Dunkin Donuts #348993,Heartland Restaurant Group,12/12/2010,601,Grant St,15219,40.441093,-79.996009,"Breakfast, Drink, Other",020100
231,Dunkin Donuts #349047,Heartland Restaurant Group,8/19/2010,800,West View Park Dr,15229,40.517833,-80.031722,"Breakfast, Drink, Other",430200
232,Dunkin Donuts #349049,Heartland Restaurant Group,9/13/2010,360,Curry Hollow Rd,15236,40.336754,-79.977231,"Breakfast, Drink, Other",489002
233,Dunkin Donuts #349884,Heartland Restaurant Group LLC,3/18/2013,2134,Brownsville Rd,15210,40.391804,-79.98738,"Breakfast, Drink, Other",290100
234,Dunkin Donuts #350871,Heartland Restaurant Group LLC,10/29/2012,2525,5th Ave,15132,40.356165999999995,-79.83444200000001,"Breakfast, Drink, Other",551900
235,Dunkin Donuts #352224,Heartland Restaurant Group LLC,4/28/2014,2725,Freeport Rd,15238,40.538421,-79.83392099999999,"Breakfast, Drink, Other",419000
236,Dunkin Donuts #352225,HRG Bethel Park LLC,2/28/2014,1031,Paxton Dr,15102,40.336689,-80.023596,"Breakfast, Drink, Other",475401
237,Dunkin Donuts #353396,HRG Collier LLC,11/13/2014,1098,Washington Pi,15017,40.366665000000005,-80.105453,"Breakfast, Drink, Other",458000
238,Dunkin Donuts #354675,Heartland Restaurant Group LLC,5/26/2016,145,McMurray Rd,15241,40.326015999999996,-80.06519899999999,"Breakfast, Drink, Other",474102
239,Dunkin' Donuts / Baskin-Robbins,BARU Inc,6/23/1987,1121,Lincoln Hwy,15137,40.449337,-80.199547,"Breakfast, Drink, Other",504400
240,Dunkin' Donuts #348529,Dunkin' Donuts Dormont LLC,11/6/2009,2961,W Liberty Ave,15216,40.393828000000006,-80.035199,"Breakfast, Drink, Other",472300
241,Einstein Bros Bagels @ Koppers,JRK Foods - Koppers LLC,1/23/2015,436,7th Ave,15219,40.442111,-79.995554,"Breakfast, Drink, Other",020100
242,Einstein Bros Bagels #4054,JRK Foods Greentree LlC,4/4/2013,979,Greentree Rd,15220,40.418469,-80.045429,"Breakfast, Drink, Other",469000
243,Einstein Bros Bagels #4055,JRK Foods -Baum LLC,4/2/2013,4910,Baum Blvd,15213,40.454553000000004,-79.946117,"Breakfast, Drink, Other",080400
244,Einstein Bros Bagels #4057,JRK Foods - PPG LLC,4/4/2013,410,Market St / 3 PPG Place,15222,40.4401,-80.002703,"Breakfast, Drink, Other",020100
245,Elements Cafe,Parkhurst Dining Services,6/23/2014,6425,Penn Ave,15206,40.457165,-79.916834,"Breakfast, Drink, Other",120800
246,Famous Wok,Famous Wok Inc,10/21/2015,445,Pittsburgh Mills Cir,15084,40.637815,-79.796052,Take Out,
247,Fellini's Pizzeria,,9/15/2014,1231,Rt 51,15025,40.310512,-79.937441,Take Out,
248,Fellini's Pizzeria,Fellini's Pizzeria Inc,2/21/2014,6028,Saltsburg Rd,15147,40.48395,-79.820252,Take Out,523300
249,Fellini's Pizzeria,,11/29/2010,1624,Lincoln Way,15131,40.346983,-79.817164,Take Out,503002
250,Fellini's Pizzeria,Fellini's Pizza LLC,8/4/2015,4415,Old Wm Penn Hwy,15146,40.44612,-79.763587,Take Out,
251,Firehouse Subs,Be Mart LLC,6/12/2013,320,McHolme Dr,15275,40.448493,-80.17425899999999,Take Out,
252,Five Guys #1208,Five Guys Operations LLC,7/24/2013,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,NO Dollar Menu,429201
253,Five Guys Burgers & Fries,Wholesome Burger LLC,11/21/2011,324,McHolme Dr,15275,40.44849,-80.174263,NO Dollar Menu,
254,Five Guys Burgers & Fries,Wholesome Burger II LLC,11/10/2005,117,S Bouquet St,15213,40.442269,-79.956672,NO Dollar Menu,040300
255,Five Guys Burgers & Fries,Wholesom Burger I LLC,8/24/2005,1029,Freeport Rd,15238,40.488265999999996,-79.885518,NO Dollar Menu,421100
256,Five Guys Burgers & Fries,Five Guys Operations LLC,7/19/2013,2030,Pittsburgh Mills Blvd,15084,40.637815,-79.796052,NO Dollar Menu,
257,Five Guys Burgers & Fries,Wholesome Burgers XVII,6/14/2013,3845,Northern Pike,15146,40.438694,-79.77763,NO Dollar Menu,521200
258,Five Guys Burgers & Fries #1665,Wholesome Burgers LLC,5/1/2014,3,PPG Place,15222,40.4401,-80.002703,NO Dollar Menu,020100
259,Fortune Star Buffet,Century Star Inc,5/12/2016,591,Clairton Blvd,15236,40.333220000000004,-79.946238,Take Out,
260,Fortune Star Buffet & Grill,All Star USA Inc,12/30/2014,1840,Union Ave,15065,40.624687,-79.721774,Take Out,401200
261,Fox's Pizza,Yaweh Foods LLC,2/22/2008,659,Woodward Ave,15136,40.472714,-80.072727,Take Out,462600
262,Fox's Pizza,Danbri Enterprises Inc,10/27/2000,6,Bailey Ave,15211,40.42685,-80.005307,Take Out,191500
263,Fox's Pizza,Fox Jr Development Inc,9/29/2014,1746,William Flynn Hwy,15116,40.525393,-79.94725,Take Out,426800
264,Fox's Pizza,M & G Pizza LLC,4/2/2015,908,Little Deer Creek Valley Rd,15076,40.60823,-79.833146,Take Out,407002
265,Fox's Pizza,,8/4/2005,104,Church St,15145,40.405193,-79.82615799999999,Take Out,
266,Fox's Pizza,TBK Foxes LLC,6/19/2014,4400,Old William Penn Hwy,15146,40.445240999999996,-79.764845,Take Out,521500
267,Fox's Pizza Brookline,DGPD Enterprise LLC,3/24/2015,902,Brookline Blvd,15226,40.39006,-80.01436600000001,Take Out,191800
268,Fox's Pizza Den,Dnwhite Enterprises LLC,10/7/2015,998,Brodhead Rd,15108,40.524248,-80.22386800000001,Take Out,451101
269,Fox's Pizza Den,Moneda Enterprises LLC,11/11/2013,1100B,Lincoln Hwy,15137,40.449407,-80.199564,Take Out,504400
270,Fox's Pizza Den,DN White Enterprises LLC,9/18/2014,6091,Steubenville Pike,15136,40.443926,-80.146397,Take Out,459201
271,Fox's Pizza Den,,2/15/1984,1500,Radford Rd,15227,40.364247,-79.96717,Take Out,477300
272,Fox's Pizza Den,Joe Samsa,1/5/2015,5700,Homeville Rd,15122,40.366344,-79.871442,Take Out,488400
273,Fox's Pizza Den,J & T Holdings Inc,4/13/2006,200,Swiss Lane,15037,40.280570000000004,-79.83552900000001,Take Out,
274,Fox's Pizza Den,F P D I Inc,12/18/1992,710,Broadway Ave,15140,40.402315,-79.774875,Take Out,522000
275,Fox's Pizza Den,M & G Pizza Inc,11/2/1998,407,6th Ave,15084,40.603279,-79.752064,Take Out,020100
276,Fox's Pizza Den Bridgeville,DN White Enterprises LLC,1/23/2012,3181,Washington Pike,15017,40.344097999999995,-80.115051,Take Out,456004
277,Fox's Pizza Den of Oakmont,DGPD Enterprise LLC,8/27/2015,314,Allegheny River Blvd,15139,40.522838,-79.832475,Take Out,525200
278,Fox's Pizza Den Of Penn Hills,DGPD Enterprise LLC,10/3/2014,12244,Frankstown Rd,15235,40.472297,-79.81903299999999,Take Out,523501
279,Fox's Pizza Den of Plum,Fox Jr Development Inc,3/20/2001,2374,Golden Mile Hwy / Rt 286,15239,40.462782000000004,-79.70464100000001,Take Out,526302
280,Fox's Pizza-Carnegie,DNWhite Enterprises LLC,9/24/2010,221,2nd Ave,15106,40.403277,-80.089572,Take Out,468800
281,Fu Lai,Jiujiang Chi,10/28/2009,525,Penn Ave,15222,40.442861,-80.003113,Take Out,020100
282,Gateway Clipper Cafe,Gateway Clipper Fleet Inc,10/20/2015,224,Station Square Dr,15219,40.433634000000005,-80.004835,"Breakfast, Drink, Other",
283,Gloria Jean's Coffees,JY Coffee Inc,9/1/2013,,Monroville Mall / Space A-9,15146,40.430526,-79.792457,"Breakfast, Drink, Other",
284,Graeter's Ice Cream,Graeter's Manufacturing Inc,6/30/2016,10610,Perry Hwy,15090,40.611053999999996,-80.053876,"Breakfast, Drink, Other",409000
285,Grandslam Pizza,Grandslam Pizza LLC,10/31/2013,417,Old Abers Creek Rd,15239,40.465934999999995,-79.705384,Take Out,526301
286,Grandslam Pizza #2,Grandslam Pizza LLC,10/30/2015,4376,Old Wm Penn Hwy,15146,40.443434,-79.76886400000001,Take Out,
287,Green Beans Coffee,Green Beans Coffee Co USA LLC,7/14/2014,,Pgh Intl Airport / Ne-3a,15231,40.495309000000006,-80.235291,"Breakfast, Drink, Other",
288,Green Beans Coffee,Green Beans Coffee Co USA LLC,11/20/2014,,Pgh Intl Airport / Se-9c,15231,40.495309000000006,-80.235291,"Breakfast, Drink, Other",
289,Green Leaf's & Bananas,Villa Enterprises / Green Leaf Inc,10/2/2013,301,South Hill Village - Fc-5,15241,40.342924,-80.05516899999999,"Breakfast, Drink, Other",
290,Handel's Ice Cream,All-Rae Inc,7/19/1992,2240,Lebanon Church Rd,15122,40.347833,-79.942427,"Breakfast, Drink, Other",488600
291,Handel's Old Fashioned Ice Cream,Handel's of McCandless LLC,2/29/2012,9020,St Simon Way,15237,40.569025,-80.024991,"Breakfast, Drink, Other",
292,Hardee's,Steeltown Restaurants Inc,8/13/1996,1201,North Ave,15209,40.493092,-79.975603,Dollar Menu,561500
293,"Hook, Fish & Chicken",Ramallah Inc,9/27/2006,1221,Federal St,15212,40.456511,-80.006998,Take Out,220600
294,"Hook, Fish & Chicken",,10/25/2012,10,Ormsby Ave,15210,40.412578,-79.987728,Take Out,481000
295,"Hook, Fish & Chicken",Hamdan's Inc,8/27/2004,6960,5th Ave,15208,40.458381,-79.907878,Take Out,120700
296,"Hook, Fish & Chicken",Hook Inc,10/28/2010,11644,Frankstown Rd,15235,40.465214,-79.827207,Take Out,523400
297,Hunan Wok,,7/24/2015,2158,Brownsville Rd,15210,40.391956,-79.987408,Take Out,290100
298,Hunan Wok,,11/29/2000,1822,Homeville Rd,15122,40.373678000000005,-79.873734,Take Out,
299,Hunan Wok II,,1/11/2010,500,Pine Hollow Rd,15136,40.473857,-80.096769,Take Out,463900
300,Italian Village Pizza,Casey Thomas Inc,4/1/2003,5037,2nd Ave,15207,40.388293,-80.04073000000001,Take Out,151500
301,Italian Village Pizza,Fabo Corp,1/1/2012,325,Mt Lebanon Blvd,15234,40.369495,-80.03506999999999,Take Out,476100
302,Italian Village Pizza,Munmon Inc,4/21/2008,5255,Library Rd,15102,40.332479,-80.02186999999999,Take Out,475401
303,Italian Village Pizza,FVAV Inc,3/1/2010,4885,McKnight Rd,15237,40.529616,-80.010025,Take Out,429100
304,Italian Village Pizza,IRIVP Inc,9/11/2007,600,Grant St,15219,40.44129,-79.994574,Take Out,020100
305,Italian Village Pizza,,12/1/2013,2951,Ridge Rd,15129,40.289953999999994,-79.981844,Take Out,490004
306,Italian Village Pizza,Italian Eatery Inc,12/20/2001,2713,Brownsville Rd,15227,40.384128999999994,-79.977417,Take Out,478200
307,Italian Village Pizza,Fabocorp Inc,3/10/2009,5235,Clairton Blvd,15227,40.343866,-79.970337,Take Out,480200
308,Italian Village Pizza,Frank Veltri,1/1/1980,3075,Clairton Blvd / Century III Mall / Rm 696,15123,40.340291,-79.93852199999999,Take Out,
309,Italian Village Pizza,Acheropita Inc,4/12/2002,5886,Forbes Ave,15217,40.437907,-79.919555,Take Out,140800
310,Italian Village Pizza,Cantley Group,3/1/2016,2615,Main St,15120,40.392548,-79.90005699999999,Take Out,484600
311,Italian Village Pizza,,2/26/2016,412,Richland Ave,15034,40.350162,-79.89384100000001,Take Out,487000
312,Italian Village Pizza,MMJC Inc,11/1/2001,308,Scenery Dr,15037,40.279728000000006,-79.836543,Take Out,496101
313,Italian Village Pizza / Shake Shop,Casab Inc,4/7/2006,580,Old Clairton Rd,15236,40.325846999999996,-79.95693299999999,Take Out,489002
314,J & M Deli II,J & M Export Deli Inc,12/7/2015,226A,Center Rd,15146,40.440441,-79.767095,Take Out,521301
315,Jake & Sons Pizzeria,,3/10/1988,2147,Ardmore Blvd,15221,40.418191,-79.848548,Take Out,518002
316,Jersey Mike's Subs,,7/15/2015,1155,Washington Pike,15017,40.369288,-80.102255,Take Out,458000
317,Jersey Mike's Subs,Ayden-Arian LLC,6/25/2013,7390,McKnight Rd,15237,40.539696,-80.011567,Take Out,429201
318,Jet's Pizza #399,PA Pizza #1 LLC,1/29/2015,1810,Dormont Ave,15216,40.398488,-80.044325,Take Out,472200
319,Jimmy John's,JPC & Co,3/14/2013,1935,Settlers Ridge Center Dr,15205,40.440641,-80.149132,NO Dollar Menu,
320,Jimmy John's,Kelly Breen LLC,6/20/2014,12061,Perry Highway,15090,40.631578999999995,-80.060278,NO Dollar Menu,409000
321,Jimmy John's,JJ Carson LLC,3/22/2013,1717,Carson St,15203,40.429081,-79.981256,NO Dollar Menu,170200
322,Jimmy John's,Pittsburgh's Best Jimmy John's LLC,5/29/2011,6425,Penn Ave,15206,40.457165,-79.916834,NO Dollar Menu,120800
323,Jimmy John's #2682,Atlas East,3/9/2016,401,Home Dr,15275,40.450115999999994,-80.182687,NO Dollar Menu,
324,Jimmy John's #2824,JJ McKnight LLC,3/9/2015,4840,McKnight Rd,15237,40.52794,-80.006138,NO Dollar Menu,429202
325,Jimmy John's #2865,Montreux LLC,6/30/2016,5833,Forbes Ave,15217,40.438259,-79.921714,NO Dollar Menu,140300
326,Jimmy John's Gourmet Sandwiches,JJ Grant LLC,12/15/2011,501,Grant St,15219,40.439935999999996,-79.997031,NO Dollar Menu,020100
327,Jimmy John's Gourmet Sandwiches #357,JJ Pittsburgh LLC,7/27/2009,506,Liberty Ave,15222,40.441390000000006,-80.003253,NO Dollar Menu,020100
328,Jimmy John's Sandwich Shop,Millennium Food Inc,8/22/2001,3444,Forbes Ave,15213,40.439218,-79.95971800000001,NO Dollar Menu,040500
329,Joe's Water Ice,JPO Enterprises Inc,4/4/2001,7179,Saltsburg Rd,15235,40.476329,-79.788837,"Breakfast, Drink, Other",523702
330,Kentucky Fried Chicken #15,Morgan's Foods Inc,2/6/1986,4673,Wm Flynn Hwy,15101,40.592374,-79.948364,Dollar Menu,
331,Kentucky Fried Chicken #50,Morgan's Foods Inc,7/15/2000,6901,University Blvd,15108,40.516946000000004,-80.220528,Dollar Menu,
332,Kentucky Fried Chicken #51,Morgan's Foods Inc,4/25/1985,5130,Clairton Blvd,15236,40.345197999999996,-79.973415,Dollar Menu,
333,Kentucky Fried Chicken #52,Morgan's Food Inc,10/10/2013,5153,Library Rd,15102,40.336128,-80.024005,Dollar Menu,475401
334,Kentucky Fried Chicken #53,Morgan's Foods Inc,4/27/1989,1100,Brownsville Rd,15210,40.404949,-79.990887,Dollar Menu,290100
335,Kentucky Fried Chicken #55,Morgan's Foods Inc,9/14/1999,222,W 8th Av,15120,40.404114,-79.91447,Dollar Menu,482500
336,Kentucky Fried Chicken #58,Morgan's Foods Inc,11/23/2001,640,Long Run Rd,15132,40.323214,-79.83269200000001,Dollar Menu,
337,Kentucky Fried Chicken #59,Morgan's Foods Inc,12/1/1997,4306,Ohio River Blvd,15202,40.497453,-80.060344,Dollar Menu,431100
338,Kentucky Fried Chicken #61,Morgan's Foods Inc,1/25/1990,1,Landings Dr,15238,40.539522999999996,-79.829099,Dollar Menu,419000
339,Kentucky Fried Chicken #65,Morgan's Foods Inc,10/7/1999,804,West View Park Dr,15229,40.517413,-80.032686,Dollar Menu,430200
340,Kentucky Fried Chicken #66,Morgan's Foods Inc,12/14/1984,278,Yost Blvd,15221,40.412997,-79.85668199999999,Dollar Menu,517000
341,Kentucky Fried Chicken #68,Morgan's Foods Inc,12/11/1996,3770,Wm Penn Hwy,15146,40.435572,-79.785975,Dollar Menu,
342,Kentucky Fried Chicken #69,Morgan's Foods Inc,1/3/1985,4915,Baum Blvd,15213,40.454945,-79.946229,Dollar Menu,080400
343,Kentucky Fried Chicken #73,Morgan's Foods Inc,5/29/2001,210,Rodi Rd,15235,40.463395,-79.82442900000001,Dollar Menu,523400
344,Kentucky Fried Chicken #74,Morgan's Foods Inc,12/14/1984,509,Penn Ave,15221,40.444588,-79.886605,Dollar Menu,020100
345,KFC / Taco Bell #63,Morgan's Foods Inc,11/17/1999,9797,McKnight Rd,15237,40.584922999999996,-80.037115,Dollar Menu,413201
346,KFC / Taco Bell #64,Morgan's Foods Inc,12/20/1984,6190,Steubenville Pike,15136,40.445558,-80.150142,Dollar Menu,459201
347,La Nova Pizzeria,La Nova Pizzeria LLC,1/15/2014,1100,Canal St,15215,40.495206,-79.930962,Take Out,424000
348,La Nova Pizzeria,La Nova Pizzeria LLC,3/15/2010,835,Pittsburgh St,15144,40.54146,-79.778639,Take Out,417100
349,La Prima Espresso,La Prima Espresso Co Inc,3/16/1990,205,21st St,15222,40.451643,-79.982805,"Breakfast, Drink, Other",020300
350,La Prima Espresso Co,La Prima Espresso Co,6/9/2016,100,South Commons,15212,40.451062,-80.005186,"Breakfast, Drink, Other",
351,Little Caesars,4 FLC Partners LP,10/24/2008,809,West View Park Dr,15229,40.516906,-80.03279,Take Out,430200
352,Little Caesars,4 FLC Partners LP,4/22/2010,5430,Centre Ave,15232,40.455892999999996,-79.937342,Take Out,070900
353,Little Caesars,4 FLC LLC,11/20/2013,1800,Golden Mile Hwy,15239,40.451665000000006,-79.713148,Take Out,526302
354,Little Caesars #143,4 FLC Partners LP,4/14/2009,2973,Liberty Ave,15216,40.393583,-80.035577,Take Out,020300
355,Little Caesars #154,BFS Companies / 4FLC Partners,6/3/2014,4960,William Flynn Hwy,15101,40.571191,-79.952845,Take Out,
356,Little Caesars #156,4 FLC LLC,12/18/2015,1309,Pittsburgh St,15024,40.541213,-79.801953,Take Out,418000
357,Little Caesars Pizza #135,4 FLC Partners LP,5/20/2008,1880,Heights Plz,15065,40.623968,-79.722549,Take Out,401200
358,Little Caesars Pizza #137,4FLCE Partners LP,6/27/2008,1160,Washington Ave,15106,40.397453999999996,-80.085297,Take Out,470600
359,Little Caesars Pizza #138,4 FLC Partners LP,7/23/2008,1985,Lincoln Way,15131,40.338384000000005,-79.80671099999999,Take Out,503002
360,Little Caesars Pizza #141,BFS Foods Inc,2/9/2009,1742,Greensburg Ave,15137,40.387254,-79.821466,Take Out,
361,Little Caesars Pizza #145,4 FLC Partners LP,9/29/2009,,Caste Village Shopping Ctr #140,15236,40.338077,-79.978961,Take Out,
362,Little Caesars Pizza #148,BFS Co,6/7/2011,250,Mt Lebanon Blvd,15234,40.36799,-80.036804,Take Out,473402
363,Little Caesars/K Cafe #3141,Kmart Corp / Kmart Stores of TNCP Inc,6/17/1984,1025,Washington Pike,15017,40.367163,-80.110119,Take Out,
364,Long John Silvers,LJS Opco One LLC,10/9/2015,2100,Washington Ave,15106,40.393656,-80.087601,Dollar Menu,470300
365,Long John Silvers,LJS Opco One LLC,10/14/2015,300,Rodi Rd,15235,40.460868,-79.824476,Dollar Menu,523400
366,Long John Silvers / A&W,LJS OPCo-On LLC,10/9/2015,2220,Lebanon Church Rd,15122,40.348366,-79.94415500000001,Dollar Menu,488600
367,Long John Silvers / A&W,LJS Opco One LLC,10/9/2015,201,Hoffman Blvd,15110,40.383808,-79.863501,Dollar Menu,486700
368,Mama Pepino's Pizza,,5/6/2008,607,William Marks Dr,15120,40.409314,-79.89869399999999,Take Out,
369,Mama Pepino's Pizza,,1/1/1970,2417,O'Neil Blvd,15131,40.351751,-79.827321,Take Out,503002
370,Mama Pepino's Pizza Eleven,B Jen LLC,7/7/2016,210,Plum St,15037,40.27199,-79.88723399999999,Take Out,494000
371,Mamma Lucia,ADL Ventures Inc,7/30/2009,11978,Perry Hwy #408-410,15090,40.632628000000004,-80.058459,Take Out,409000
372,Mandy's Pizza & More,Mandy's Pizza & More of W View Inc,2/21/2008,512,Perry Hwy,15229,40.521946,-80.033967,Take Out,430200
373,Mayorga Coffee,Black Dog Ventures LLC,6/20/2006,,Pgh Intl Airport / Ac-19,15231,40.495309000000006,-80.235291,"Breakfast, Drink, Other",
374,McDonald's,McDonald's Corp,8/8/1994,300,Market Place Dr,15071,40.440927,-80.239338,Dollar Menu,453002
375,McDonald's,,5/31/2016,1,Poplar St,15205,40.427405,-80.053359,Dollar Menu,469000
376,McDonald's,Rice Enterprises LLC,5/8/2001,801,Allegheny Ave,15233,40.450829,-80.019008,Dollar Menu,210800
377,McDonald's,Lewandowski Limited Partnership,6/1/2016,500,Liberty Ave,15222,40.441259,-80.003371,Dollar Menu,020100
378,McDonald's,Lewanowski Limited Partnership,6/1/2016,505,Smithfield St,15219,40.440282,-79.998526,Dollar Menu,020100
379,McDonald's,Malik & Malik Enterprises Inc,7/14/2000,1630,Penn Ave,15222,40.449304999999995,-79.986305,Dollar Menu,020300
380,McDonald's,Rice Enterprises LLC,10/24/2000,4214,Brownsville Rd,15227,40.364607,-79.983837,Dollar Menu,478100
381,McDonald's,Rice Enterprises LLC,8/15/2003,2251,Century Dr / Century Square Mall,15122,40.343726000000004,-79.949066,Dollar Menu,488600
382,McDonald's,Rice Enterprises LLC,8/13/2001,2090,Lebanon Church Rd,15122,40.34791,-79.945296,Dollar Menu,488600
383,McDonald's,Draper Inc,3/19/2010,7277,Saltsburg Rd,15235,40.477187,-79.788077,Dollar Menu,523702
384,McDonald's,ASM Shaffer Enterprises LLC,4/23/2014,1865,New Texas Rd,15239,40.450647,-79.714235,Dollar Menu,526301
385,McDonald's,Star Ke LLC,11/5/2014,430,Penn Ave,15221,40.444634,-79.888667,Dollar Menu,560400
386,McDonald's,Star KE LLC,11/5/2014,505,Lincoln Hwy,15137,40.384263,-79.824247,Dollar Menu,
387,McDonald's / Moon Twp,Bristin Enterprises Inc,3/21/2016,825,Beaver Grade Rd,15108,40.517655,-80.216189,Dollar Menu,451102
388,McDonald's #1,PHF Group I LLC,7/16/2015,4849,McKnight Rd,15237,40.528587,-80.008312,Dollar Menu,429100
389,McDonald's #2,PHF Group II LLC,11/16/2015,7702,McKnight Rd,15237,40.54634,-80.016405,Dollar Menu,429201
390,McDonald's #428,Draper Inc,12/19/2001,11591,Frankstown Rd,15235,40.465208000000004,-79.828907,Dollar Menu,523300
391,McDonald's #442,MBC Enterprises LLC,5/1/2007,5261,Library Rd,15102,40.331889000000004,-80.02238100000001,Dollar Menu,475401
392,McDonald's #714,Foster Group Enterprises Inc,5/1/1993,10529,Perry Hwy,15090,40.610159,-80.054045,Dollar Menu,409000
393,McDonald's #1102,Rice Enterprises LLC,12/12/2001,225,Mt Lebanon Blvd,15234,40.368421999999995,-80.03811400000001,Dollar Menu,473401
394,McDonald's #1450,,1/4/1991,608,Wood St,15222,40.442292,-79.99894499999999,Dollar Menu,020100
395,McDonald's #1741,Draper Inc,3/11/2010,3760,Wm Penn Hwy,15146,40.435384,-79.78689,Dollar Menu,
396,McDonald's #1862,,3/5/1991,3708,Forbes Ave,15213,40.441140999999995,-79.957148,Dollar Menu,040500
397,McDonald's #2492,Delligatti Inc,4/4/1990,2001,Freeport Rd,15065,40.626402,-79.722173,Dollar Menu,401300
398,McDonald's #3698,Dell Mgt Corp,8/1/1976,2925,Freeport Rd,15238,40.53915,-79.830099,Dollar Menu,419000
399,McDonald's #4121,Draper Inc,3/29/2010,4317,Northern Pike,15146,40.43448,-79.751788,Dollar Menu,521301
400,McDonald's #4647,Rice Enterprises LLC,11/1/2000,101,Hoffman Blvd,15110,40.384217,-79.863283,Dollar Menu,486700
